universe_id,universe_index,existing_u750_role_seed42,proposed_u1000_role_seed42,existing_u750_role_seed123,proposed_u1000_role_seed123,existing_u750_role_seed2025,proposed_u1000_role_seed2025,raw_data_complete,all_five_snapshots,target_status,top1000_status,minimum_valid_halos
LH_927,927,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2416
LH_928,928,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4261
LH_929,929,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6015
LH_930,930,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,padding_required,286
LH_931,931,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3237
LH_932,932,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6111
LH_933,933,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5592
LH_934,934,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3556
LH_935,935,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,padding_required,829
LH_936,936,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2855
LH_937,937,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6268
LH_938,938,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2091
LH_939,939,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4364
LH_940,940,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6126
LH_941,941,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6265
LH_942,942,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1497
LH_943,943,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,padding_required,769
LH_944,944,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6601
LH_945,945,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5942
LH_946,946,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4806
LH_947,947,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3923
LH_948,948,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4633
LH_949,949,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6304
LH_950,950,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4174
LH_951,951,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5405
LH_952,952,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5927
LH_953,953,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6171
LH_954,954,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3980
LH_955,955,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3498
LH_956,956,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2129
LH_957,957,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5389
LH_958,958,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,padding_required,591
LH_959,959,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2927
LH_960,960,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6335
LH_961,961,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6276
LH_962,962,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3197
LH_963,963,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2764
LH_964,964,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6142
LH_965,965,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1720
LH_966,966,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2722
LH_967,967,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4283
LH_968,968,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5626
LH_969,969,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6088
LH_970,970,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1493
LH_971,971,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5530
LH_972,972,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6481
LH_973,973,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4132
LH_974,974,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6042
LH_975,975,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5309
LH_976,976,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2408
LH_977,977,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,padding_required,507
LH_978,978,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4948
LH_979,979,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1885
LH_980,980,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1528
LH_981,981,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1537
LH_982,982,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3675
LH_983,983,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5913
LH_984,984,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3844
LH_985,985,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5032
LH_986,986,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5876
LH_987,987,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,6363
LH_988,988,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4345
LH_989,989,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,3653
LH_990,990,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5923
LH_991,991,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1448
LH_992,992,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,4116
LH_993,993,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2980
LH_994,994,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5058
LH_995,995,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,1139
LH_996,996,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2251
LH_997,997,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,5480
LH_998,998,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2705
LH_999,999,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,not_in_u750,maximum_training_pool,True,True,finite_consistent,no_padding,2340
